,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
739,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,11433,QUEENS,412,40.7037705569,-73.7970959792,POINT (-73.79709459795887 40.7037622946611),52,4112,72793.6040684,260049220.98
740,SELFHELP FAMILY HOME CARE,10018,MANHATTAN,105,40.7536169162,-73.9919051422,POINT (-73.99190369557994 40.75360865173355),16,3807,71863.8360436,85622064.5857
741,MORRISANIA DIAGNOSTIC & TREATMENT CENTER,10452,BRONX,204,40.8362153322,-73.9202904089,POINT (-73.920288980378 40.83620704830298),7,3708,35002.7055809,55881067.7537
742,MEDALLIANCE MEDICAL HEALTH SERVICES-WASHINGTON HEIGHTS,10034,MANHATTAN,112,40.8698731878,-73.916267422,POINT (-73.91626599253651 40.86986489703431),10,3801,62589.0551493,81247268.6263
743,FAST BREAK - THE BRONX,10452,BRONX,204,40.8398827459,-73.9187899613,POINT (-73.91878853348619 40.83987446158532),7,3708,35002.7055809,55881067.7537
744,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,11362,QUEENS,411,40.7652309485,-73.7426662296,POINT (-73.74266486207752 40.76522267289086),44,4104,104978.089545,260047824.698
745,FAMILY SUPPORT PROGRAM,10301,STATEN ISLAND,501,40.6409946734,-74.0780539465,POINT (-74.07805247955477 40.64098643420827),22,3903,153890.524919,376477826.274
746,LOWER EAST SIDE SERVICE CNTR INC. M-IR,10038,MANHATTAN,101,40.7070834263,-74.0077956125,POINT (-74.00779416393273 40.70707517123513),19,3810,122526.958548,81024704.0028
747,NYSARC INC NEW YORK CITY CHAPTER,11217,BROOKLYN,302,40.6892017393,-73.9791427619,POINT (-73.97914132357438 40.68919348675232),26,4004,73010.0956282,86682052.0213
748,ROGOSIN KIDNEY CENTER-BKLYN DIALYSIS,11215,BROOKLYN,306,40.668087,-73.978905,POINT (-73.97890356268161 40.66807875185025),27,4005,95462.4834828,114514600.094
749,"CONCOURSE MEDICAL CENTER, INC. OTP",10451,BRONX,204,40.8257121983,-73.9180278524,POINT (-73.91802642529495 40.82570391668713),7,3708,35002.7055809,55881067.7537
750,GREENWICH HOUSE METHADONE,10012,MANHATTAN,102,40.7260836315,-73.9968194898,POINT (-73.99681804275133 40.72607537232332),19,3810,122526.958548,81024704.0028
751,MOBILE MEDICAL 4,11224,BROOKLYN,313,40.5762795921,-73.9856410311,POINT (-73.9856395963816 40.57627136195759),40,4018,76220.7229706,96030474.3336
752,"NY THERAPEUTIC COMMUNITIES, INC. OP",10018,MANHATTAN,105,40.7536169162,-73.9919051422,POINT (-73.99190369557994 40.75360865173355),16,3807,71863.8360436,85622064.5857
753,CITY WIDE HEALTH FACILITY INC.,11204,BROOKLYN,311,40.611239405,-73.9837395205,POINT (-73.98373808474958 40.61123116759803),39,4017,48986.1529273,103016112.076
754,BROOKLYN HEALTH CENTER,11201,BROOKLYN,302,40.690554676,-73.9909003514,POINT (-73.99089890905185 40.69054642288153),26,4004,73010.0956282,86682052.0213
755,STARTING POINT CLINIC OTP,11201,BROOKLYN,302,40.6970428267,-73.9857903927,POINT (-73.98578895124214 40.69703457287417),26,4004,73010.0956282,86682052.0213
756,COMMUNITY ACCESS INC,10027,MANHATTAN,110,40.8087532068,-73.9489282354,POINT (-73.94892679954911 40.808744929886),12,3803,38111.6886704,39843953.7438
757,YOUNG MENS AND WOMENS HEBREW ASSO WASHINGTON HEIGHTS INWOOD,10040,MANHATTAN,112,40.8602144651,-73.9295310255,POINT (-73.92952959182996 40.86020617696726),10,3801,62589.0551493,81247268.6263
758,OZONE PARK DIALYSIS,11417,QUEENS,410,40.6795490955,-73.8389651668,POINT (-73.83896377388037 40.67954083943854),53,4113,111168.400005,172024816.056
759,UNITED WIRE METAL & MACHINE MEDICAL CENTER,11101,QUEENS,401,40.7562534372,-73.9361712129,POINT (-73.93616978371924 40.75624516994336),41,4101,76015.2039665,143819416.07
760,FLATBUSH FAMILY HEALTH CENTER AT NYU LANGONE,11203,BROOKLYN,317,40.6507761894,-73.9451386106,POINT (-73.94513718549996 40.65076794323997),32,4010,49993.7073847,85916208.8562
761,CHN MOBILE UNIT TWO,11435,QUEENS,412,40.6969311178,-73.8058872609,POINT (-73.80588587733881 40.69692285790379),52,4112,72793.6040684,260049220.98
762,SEA CREST NURSING AND REHABILITATION CENTER,11224,BROOKLYN,313,40.5722752454,-73.9899164184,POINT (-73.98991498344034 40.5722670161723),40,4018,76220.7229706,96030474.3336
763,BRONXCARE SPECIAL CARE CENTER,10456,BRONX,203,40.8316655097,-73.9041743603,POINT (-73.9041729374254 40.83165722647956),4,3705,68697.5999192,122483690.262
764,BRIDGE TO RECOVERY,11211,BROOKLYN,301,40.7086997247,-73.9595693799,POINT (-73.95956794608664 40.70869146709423),23,4001,73897.4959714,114906677.762
765,MOUNT SINAI MORNINGSIDE OTP,10025,MANHATTAN,109,40.8056977093,-73.9614766787,POINT (-73.96147523931084 40.80568943314059),11,3802,37927.824564,46903009.3879
766,"PROMESA, INC. OP 3",10457,BRONX,205,40.846125658,-73.9043135475,POINT (-73.90431212301125 40.84611737191429),6,3707,37374.595308,42281071.5105
767,STATEN ISLAND OUTREACH CENTER OP,11435,QUEENS,408,40.7083599923,-73.8187369037,POINT (-73.81873551496416 40.70835173026536),46,4106,79842.9340986,207308619.71
768,MONTEFIORE MEDICAL CENTER,10461,BRONX,211,40.8459085674,-73.8407624202,POINT (-73.84076101695329 40.84590027890851),3,3704,47970.2030233,106216908.278
769,OUR PLACE IN NEW YORK,11219,BROOKLYN,312,40.635693,-73.998583,POINT (-73.99858155796503 40.635684758803),36,4014,51089.0682127,87680448.1856
770,BURKE REHAB SPORTS&PHYSICAL MEDICINE,10461,BRONX,210,40.84411976,-73.8353650255,POINT (-73.83536362403912 40.84411147139646),2,3703,305269.138803,267643637.839
771,AVANTUS UPPER EAST SIDE DIALYSIS CENTER,10065,MANHATTAN,108,40.7623652829,-73.962134876,POINT (-73.96213343845066 40.76235701502847),14,3805,54449.5033787,55222267.9563
772,"HEALTHCARE CHOICES NY, INC. OP",11204,BROOKLYN,311,40.6233484959,-73.9929952716,POINT (-73.99299383228528 40.62334025641461),39,4017,48986.1529273,103016112.076
773,CENTER FOR URBAN COMMUNITY SERVICES INC,10035,MANHATTAN,111,40.8010435758,-73.9381581771,POINT (-73.93815674506345 40.8010352994992),13,3804,62599.5024685,64612123.1374
774,MOUNT SINAI WEST,10019,MANHATTAN,104,40.7696639912,-73.9867993365,POINT (-73.98679789064468 40.76965572287665),15,3806,47538.4259936,88497862.2383
775,P.S. 179,10454,BRONX,201,40.8092072037,-73.9200786622,POINT (-73.92007723560312 40.80919892567307),9,3710,90067.9543636,137760289.541
776,BROOK PLAZA AMBULATORY SURGICAL CENTER INC,11234,BROOKLYN,318,40.625599301,-73.9272449456,POINT (-73.92724352827956 40.6255910587187),31,4009,368930.937178,343640810.866
777,ARISTA CENTER FOR PSYCHOTHERAPY,11375,QUEENS,406,40.7215971704,-73.8404357129,POINT (-73.84043431664337 40.72158890599898),48,4108,37999.6381715,77765102.8446
778,CASA WASHINGTON HEIGHTS OP,10001,MANHATTAN,105,40.7498308934,-73.9868448114,POINT (-73.98684336652545 40.74982262981364),16,3807,71863.8360436,85622064.5857
779,MOBILE MEDICAL UNIT,10003,MANHATTAN,103,40.7258636682,-73.9909965101,POINT (-73.99099506520258 40.72585540840976),18,3809,36351.6176183,48695493.6207
780,PLANNED PARENTHOOD MARGARET SANGER CENTER,10012,MANHATTAN,102,40.7254003219,-73.9936418392,POINT (-73.99364039415566 40.72539206318677),19,3810,122526.958548,81024704.0028
781,INWOOD COMMUNITY SERVICES INC.,10034,MANHATTAN,112,40.8661350718,-73.9245240748,POINT (-73.92452264355695 40.86612678229836),10,3801,62589.0551493,81247268.6263
782,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,10461,BRONX,210,40.8416355945,-73.8430437284,POINT (-73.84304232410197 40.84162730764015),3,3704,47970.2030233,106216908.278
783,RICHMOND MEDICAL CENTER,10314,STATEN ISLAND,502,40.6125497509,-74.1766969163,POINT (-74.17669541983915 40.61254152024118),21,3902,153372.622901,675481898.963
784,"BOWER RESIDENTS' COMMITTEE, INC. OP",10001,MANHATTAN,104,40.7449150617,-73.99304081,POINT (-73.99303936323946 40.74490679905978),16,3807,71863.8360436,85622064.5857
785,CAS SCHOOL BASED CLINIC - I.S. 218,10040,MANHATTAN,112,40.860896625,-73.9300162105,POINT (-73.93001477732827 40.86088833705092),10,3801,62589.0551493,81247268.6263
786,"WEST LAWRENCE CARE CENTER, LLC",11691,QUEENS,414,40.5956866385,-73.7488186625,POINT (-73.7488173027798 40.59567839627518),54,4114,402487.073726,310522670.444
787,CONTINUING TREATMENT PROGRAM II,10456,BRONX,204,40.830783,-73.910518,POINT (-73.91051657439144 40.83077471677514),7,3708,35002.7055809,55881067.7537
788,ELMHURST HOSPITAL CENTER - HBCI,11373,QUEENS,404,40.7450800085,-73.8856682617,POINT (-73.88566684916763 40.74507174160429),47,4107,100417.206182,107515663.696
789,WESTERN/CENTRAL REGION QUEENS MOBILE OUTREACH PROGRAM,11435,QUEENS,412,40.7024370917,-73.8078256928,POINT (-73.80782430776135 40.7024288304821),52,4112,72793.6040684,260049220.98
790,GRAND CONCOURSE COUNSELING CENTER,10458,BRONX,205,40.8619732996,-73.8968130411,POINT (-73.89681161825806 40.86196501019099),5,3706,51826.0737093,43886930.6821
791,METHADONE CLINIC II,11238,BROOKLYN,308,40.6786415724,-73.9584301738,POINT (-73.95842874270471 40.67863332109108),28,4006,42559.3069581,61860727.1531
792,FAMILY RESOURCE CENTER - QUEENS ZONE 5,11373,QUEENS,404,40.7371750736,-73.8764637056,POINT (-73.87646229747943 40.73716680758039),47,4107,100417.206182,107515663.696
793,MOBILE CRISIS,11203,BROOKLYN,309,40.6566377635,-73.9449333283,POINT (-73.94493190226326 40.65662951588077),33,4011,34953.4245338,47617950.8156
794,LINCOLN MEDICAL & MENTAL HEALTH CENTER,10451,BRONX,201,40.8170605744,-73.9245021238,POINT (-73.92450069556273 40.81705229413947),9,3710,90067.9543636,137760289.541
795,"CORNERSTONE OF RHINEBECK, NY IP",11366,QUEENS,408,40.720748902,-73.8078680353,POINT (-73.80786664963492 40.72074063720307),46,4106,79842.9340986,207308619.71
796,QUEENS VILLAGE DIALYSIS CENTER,11429,QUEENS,413,40.7120088771,-73.7317398407,POINT (-73.73173848001423 40.71200061134022),45,4105,206027.45579,550135981.616
797,FMS-ATLANTIC PERITONEAL DIALYSIS & HOME TRAINING CENTER,11201,BROOKLYN,302,40.6915614164,-73.9983725861,POINT (-73.9983711417003 40.69155316396957),26,4004,73010.0956282,86682052.0213
798,SOUTH BEACH PSYCHIATRIC CENTER,10305,STATEN ISLAND,502,40.5829065937,-74.0785390069,POINT (-74.07853754368575 40.58289836566786),21,3902,153372.622901,675481898.963
799,"THE NEW JEWISH HOME, MANHATTAN",10025,MANHATTAN,107,40.7994384504,-73.9641586932,POINT (-73.96415725318732 40.7994301750294),15,3806,47538.4259936,88497862.2383
800,BROWNSVILLE MULTI-SERVICE FAMILY HEALTH CENTER,11212,BROOKLYN,316,40.6653460629,-73.9099458281,POINT (-73.90994441276821 40.66533781261225),29,4007,44860.7781372,72205366.5338
801,EASTCHESTER REHABILITATION AND HEALTH CARE CENTER,10469,BRONX,211,40.8656630693,-73.8428019932,POINT (-73.84280058795595 40.86565477790907),3,3704,47970.2030233,106216908.278
802,WSFSH NYC DMH NY/NY I - 129TH STREET,10027,MANHATTAN,110,40.8107582836,-73.9441236086,POINT (-73.94412217300231 40.81075000574384),12,3803,38111.6886704,39843953.7438
803,CASA PROMESA PRIMARY MEDICAL CARE SERVICES,10459,BRONX,202,40.8216805848,-73.8983897799,POINT (-73.89838835897983 40.82167230349987),9,3710,90067.9543636,137760289.541
804,"IMAGINE FOUNDATION, INC",11230,BROOKLYN,314,40.6139715215,-73.9604520155,POINT (-73.96045058815768 40.61396328305264),37,4015,50007.9713088,81045770.1741
805,CARE FOR THE HOMELESS,11212,BROOKLYN,316,40.6728033736,-73.903497275,POINT (-73.90349586147805 40.67279512077229),29,4007,44860.7781372,72205366.5338
806,QUEENS HOSPITAL CENTER PSYCHIATRIC INPATIENT UNIT,11432,QUEENS,408,40.7169307215,-73.8042620847,POINT (-73.8042607004725 40.71692245766096),46,4106,79842.9340986,207308619.71
807,CHILD PROTECTION CENTER,10467,BRONX,207,40.8786360867,-73.8810485147,POINT (-73.88104709631854 40.87862779360961),5,3706,51826.0737093,43886930.6821
808,RICHMOND UNIVERSITY MEDICAL CENTER OP,10310,STATEN ISLAND,501,40.6357074761,-74.1059022372,POINT (-74.10590076144246 40.6356992387176),22,3903,153890.524919,376477826.274
809,CENTER CARE RECOVERY OP,10011,MANHATTAN,102,40.7380177037,-74.0010654347,POINT (-74.00106398607541 40.73800944187541),19,3810,122526.958548,81024704.0028
810,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,10314,STATEN ISLAND,502,40.6007405337,-74.1923653501,POINT (-74.19236384859148 40.60073230599441),21,3902,153372.622901,675481898.963
811,JAMAICA HILLSIDE DIALYSIS,11432,QUEENS,408,40.7118276228,-73.7909223253,POINT (-73.79092094510469 40.71181935849488),46,4106,79842.9340986,207308619.71
812,ACS PRE-PLACEMENT PROGRAM,10016,MANHATTAN,106,40.7391058076,-73.9751192557,POINT (-73.97511781569598 40.73909754526689),17,3808,43083.5505189,44952037.8009
813,BAY PARK DIALYSIS CENTER,10475,BRONX,210,40.8794120193,-73.8291729286,POINT (-73.82917152722472 40.87940372391925),2,3703,305269.138803,267643637.839
814,NYU LANGONE RIVERGATE TRANSPLANT CLINIC,10016,MANHATTAN,106,40.7437552446,-73.972365266,POINT (-73.9723638265026 40.74374698115238),17,3808,43083.5505189,44952037.8009
815,LEAKE & WATTS WILLIAMSBRIDGE CLINIC,10461,BRONX,211,40.8451033242,-73.8475327303,POINT (-73.84753132423903 40.84509503602714),3,3704,47970.2030233,106216908.278
816,"KIPS BAY ENDOSCOPY CENTER, LLC",10016,MANHATTAN,106,40.7422046207,-73.9780995284,POINT (-73.97809808660477 40.7421963573105),17,3808,43083.5505189,44952037.8009
817,GRAHAM-WINDHAM MANHATTAN CENTER,10039,MANHATTAN,110,40.8225375441,-73.9417311941,POINT (-73.94172975970561 40.82252926383149),12,3803,38111.6886704,39843953.7438
818,THE JEWISH BOARD SHELTER ACT TEAM,11223,BROOKLYN,315,40.608050406,-73.962643972,POINT (-73.96264254407357 40.60804216891072),38,4016,109480.188237,120716882.065
819,NORTH CENTRAL BRONX HOSPITAL ACT PROGRAM,10461,BRONX,211,40.8564784615,-73.8475477395,POINT (-73.84754633303697 40.85647017154736),3,3704,47970.2030233,106216908.278
820,BETH ABRAHAM CENTER FOR REHABILITATION AND NURSING,10467,BRONX,211,40.8647483368,-73.8697553213,POINT (-73.86975390731726 40.86474004574064),3,3704,47970.2030233,106216908.278
821,OMH SUPPORT - HUD CITY WIDE BEDS,10453,BRONX,205,40.851965,-73.910774,POINT (-73.91077257411645 40.85195671271632),6,3707,37374.595308,42281071.5105
822,HOMELESS ACT PROGRAM,10030,MANHATTAN,110,40.8178878654,-73.9405795661,POINT (-73.94057813192487 40.8178795868622),12,3803,38111.6886704,39843953.7438
823,THE BRIDGE INC,10027,MANHATTAN,109,40.8150051498,-73.9573498524,POINT (-73.95734841305836 40.81499687235611),11,3802,37927.824564,46903009.3879
824,CONEY ISLAND HOSPITAL ACT II,11235,BROOKLYN,313,40.5860795918,-73.9655988228,POINT (-73.96559739552653 40.58607135851963),40,4018,76220.7229706,96030474.3336
825,CENTER FOR URBAN COMMUNITY SERVICES INC,10016,MANHATTAN,105,40.7439999892,-73.9865721735,POINT (-73.98657072909729 40.7439917259132),16,3807,71863.8360436,85622064.5857
826,"MONTEFIORE MEDICAL CENTER-MOSES/MOBILE VAN #1,#2,#3,& #4",10467,BRONX,207,40.8804277544,-73.8798946077,POINT (-73.87989318895643 40.88041946067563),5,3706,51826.0737093,43886930.6821
827,PS 86,11432,QUEENS,408,40.707926,-73.802773,POINT (-73.80277161712522 40.7079177372428),52,4112,72793.6040684,260049220.98
828,PRIDE SITE SRR,10002,MANHATTAN,103,40.7139739837,-73.9883436383,POINT (-73.98834219563778 40.71396572680239),18,3809,36351.6176183,48695493.6207
829,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,10465,BRONX,210,40.8218965998,-73.8275576915,POINT (-73.82755629342164 40.82188831596477),2,3703,305269.138803,267643637.839
830,WHITE GLOVE COMMUNITY CARE INC,11206,BROOKLYN,301,40.702217749,-73.9452687472,POINT (-73.94526731934016 40.70220949226061),25,4003,44724.5004612,64036724.4504
831,HUTCHINSON RIVER DIALYSIS,10469,BRONX,211,40.8605474094,-73.8436207019,POINT (-73.84361929617511 40.86053911840982),3,3704,47970.2030233,106216908.278
832,CUMBERLAND MENTAL HEALTH CLINIC,11205,BROOKLYN,302,40.6950722509,-73.9766397691,POINT (-73.97663833165207 40.69506399682665),26,4004,73010.0956282,86682052.0213
833,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,10075,MANHATTAN,108,40.7743534381,-73.9563881556,POINT (-73.95638671945336 40.77434516836139),14,3805,54449.5033787,55222267.9563
834,VAN WYCK DIALYSIS,11418,QUEENS,409,40.6986937426,-73.8152985689,POINT (-73.81529718173536 40.69868548184238),51,4111,56320.396492,132524480.546
835,URBAN JUSTICE CENTER,10006,MANHATTAN,101,40.708614335,-74.0146770311,POINT (-74.0146755801742 40.70860608001542),19,3810,122526.958548,81024704.0028
836,FAST BREAK 115,10029,MANHATTAN,111,40.7976122577,-73.9418954134,POINT (-73.94189398046507 40.79760398255956),13,3804,62599.5024685,64612123.1374
837,AUGUST AICHHORN CENTER,10025,MANHATTAN,107,40.7987642725,-73.9610657174,POINT (-73.96106427815941 40.79875599807552),11,3802,37927.824564,46903009.3879
838,ASTOR - NON-MEDICAID CC,10452,BRONX,204,40.8417565612,-73.9227931823,POINT (-73.92279175215779 40.84174827587047),7,3708,35002.7055809,55881067.7537
839,BROOKLYN FORENSIC ACT TEAM,11201,BROOKLYN,302,40.6912771848,-73.9858621623,POINT (-73.98586072134538 40.69126893164986),26,4004,73010.0956282,86682052.0213
840,MOUNT SINAI PSYCHIATRIC INPATIENT UNIT,10029,MANHATTAN,111,40.7904037104,-73.9528576222,POINT (-73.95285618583544 40.79039543722531),13,3804,62599.5024685,64612123.1374
841,CARE FOR THE HOMELESS,10016,MANHATTAN,105,40.7466552338,-73.9829528138,POINT (-73.98295137138103 40.74664696972219),16,3807,71863.8360436,85622064.5857
842,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,11229,BROOKLYN,315,40.595228217,-73.9412429511,POINT (-73.94124153086516 40.5952199811214),38,4016,109480.188237,120716882.065
843,SOUTH SHORE EDUCATIONAL COMPLEX,11236,BROOKLYN,318,40.6337165446,-73.9176213128,POINT (-73.91761989779853 40.63370830101675),31,4009,368930.937178,343640810.866
844,COURTLANDT AVENUE CLINIC,10451,BRONX,201,40.8158938945,-73.9195422145,POINT (-73.91954078725631 40.81588561446301),9,3710,90067.9543636,137760289.541
845,BRONX CDH - AFTERCARE,10451,BRONX,204,40.8204829362,-73.9291517361,POINT (-73.92915030570072 40.82047465615215),7,3708,35002.7055809,55881067.7537
846,KINGS COUNTY HOSP. CNTR. (HHC) OP R 1,11203,BROOKLYN,309,40.6566377635,-73.9449333283,POINT (-73.94493190226326 40.65662951588077),33,4011,34953.4245338,47617950.8156
847,LIJ MEDICAL CENTER PSYCHIATRIC INPATIENT UNIT,11004,QUEENS,413,40.75072843,-73.7107257437,POINT (-73.71072438797232 40.75072015534516),45,4105,206027.45579,550135981.616
848,WELLLIFE NETWORK INC. OP 2,11357,QUEENS,407,40.7805302414,-73.827458677,POINT (-73.82745728120616 40.78052196533721),43,4103,149451.567392,329873810.656
849,WILLIAMSBRIDGE CENTER FOR REHABILITATION AND NURSING,10461,BRONX,211,40.8457720492,-73.8485700219,POINT (-73.84856861553338 40.84576376104663),3,3704,47970.2030233,106216908.278
850,FAMILY LIFE CLINIC,11432,QUEENS,412,40.7045562819,-73.7980619263,POINT (-73.79806054513993 40.70454801959252),52,4112,72793.6040684,260049220.98
851,GRAND CONCOURSE DIALYSIS FACILITY,10457,BRONX,205,40.8462426263,-73.9089202235,POINT (-73.90891879704063 40.84623434094646),6,3707,37374.595308,42281071.5105
852,ADDICTION RECOVERY SERVICES (ARS) OP,11357,QUEENS,407,40.7805302414,-73.827458677,POINT (-73.82745728120616 40.78052196533721),43,4103,149451.567392,329873810.656
853,THE BRIDGE INC,10456,BRONX,204,40.8355996757,-73.9144396473,POINT (-73.91443822052663 40.83559139186189),7,3708,35002.7055809,55881067.7537
854,MOUNT SINAI MORNINGSIDE OP R,10025,MANHATTAN,109,40.8056977093,-73.9614766787,POINT (-73.96147523931084 40.80568943314059),11,3802,37927.824564,46903009.3879
855,REACH FOR THE STARS LEARNING CENTER,11229,BROOKLYN,315,40.6105186162,-73.9550038888,POINT (-73.95500246207257 40.61051037829058),38,4016,109480.188237,120716882.065
856,URBAN HORIZONS FAMILY PRACTICE,10452,BRONX,204,40.8363253363,-73.9191344525,POINT (-73.91913302346677 40.83631705301167),7,3708,35002.7055809,55881067.7537
857,SAMUEL FIELD YM & YWHA INC,11362,QUEENS,411,40.7603371874,-73.7231181102,POINT (-73.72311675005963 40.76032891242153),44,4104,104978.089545,260047824.698
858,MS061 DR. GLADSTONE H. ATWELL,11225,BROOKLYN,309,40.6637033622,-73.9488273964,POINT (-73.94882596920478 40.66369511347906),33,4011,34953.4245338,47617950.8156
859,HARLEM HEALTH CENTER,10037,MANHATTAN,110,40.813541,-73.937134,POINT (-73.93713256757952 40.81353272152298),12,3803,38111.6886704,39843953.7438
860,"COBBLE HILL HEALTH CENTER, INC",11201,BROOKLYN,306,40.6884938014,-73.9978013773,POINT (-73.99779993281415 40.68848554896112),27,4005,95462.4834828,114514600.094
861,THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC,10458,BRONX,205,40.8619732996,-73.8968130411,POINT (-73.89681161825806 40.86196501019099),5,3706,51826.0737093,43886930.6821
